n,original,restricted,unrestricted
4,7.500000006591637,7.500000013183274,7.500000000000003
5,7.500000003773312,9.000000007546625,9.0
6,7.500000001894428,10.000000003788855,10.0
7,7.500000000552359,10.71428571539044,10.714285714285715
