n,original,restricted,unrestricted
4,8.75000000555264,8.750000011105278,8.75
5,8.750000002692113,10.500000005384226,10.5
6,8.7500000007851,11.666666668236859,11.666666666666666
7,8.749999999422938,12.49999999884588,12.5
